file,lat,lon
BWJT9341.jpg,39.009302777777776,-94.64025833333334
HZXS6223.jpg,39.009302777777776,-94.64025833333334
IMG_6042.JPG,39.01255555555556,-94.63943611111111
IMG_6043.JPG,39.01257777777778,-94.6391
IMG_6044.JPG,39.01281388888889,-94.63897777777778
IMG_6045.JPG,39.01281388888889,-94.63897777777778
IMG_6048.JPG,39.01304166666667,-94.63900000000001
IMG_6050.JPG,39.01283333333333,-94.63948055555555
IMG_6051.JPG,39.01283333333333,-94.63948055555555
IMG_6052.JPG,39.02175277777778,-94.65046666666666
IMG_6053.JPG,39.025219444444446,-94.64043333333333
IMG_6055.JPG,39.012947222222216,-94.63913611111111
IMG_6065.JPG,39.009302777777776,-94.64025833333334
IMG_6066.JPG,39.009302777777776,-94.64025833333334
IMG_6070.JPG,40.018825,-105.24002777777777
IMG_6072.JPG,40.024125000000005,-105.25178611111112
IMG_6074.JPG,40.01770833333333,-105.25346388888889
IMG_6077.JPG,40.01765,-105.25347777777779
IMG_6079.JPG,40.017138888888894,-105.25370555555557
IMG_6081.JPG,39.092888888888886,-94.57977222222222
IMG_6082.JPG,39.01313888888888,-94.63961111111111
IMG_6084.JPG,39.01360277777778,-94.58316666666667
IMG_6085.JPG,39.013450000000006,-94.58332777777777
IMG_6086.JPG,39.01349722222222,-94.58338888888889
IMG_6088.JPG,39.01302777777778,-94.63960277777778
IMG_6089.JPG,39.01302777777778,-94.63960277777778
IMG_6095.JPG,39.00886944444444,-94.64036666666667
IMG_6096.JPG,39.082747222222224,-94.58118333333334
IMG_6097.JPG,39.082686111111116,-94.58128333333333
IMG_6098.JPG,39.082686111111116,-94.58128333333333
IMG_6105.JPG,38.967011111111105,-94.68077777777778
IMG_6107.JPG,39.01292777777778,-94.63973888888889
IMG_6108.JPG,39.01292777777778,-94.63973888888889
IMG_6109.JPG,39.00952777777778,-94.6376638888889
IMG_6110.JPG,39.00915277777778,-94.64029722222223
IMG_6111.JPG,39.01303055555556,-94.63940555555556
IMG_6112.JPG,39.01309722222222,-94.63942777777778
IMG_6113.JPG,39.01315555555555,-94.63941944444444
IMG_6114.JPG,39.013125,-94.63943611111111
IMG_6115.JPG,39.013125,-94.63943611111111
IMG_6117.JPG,39.013125,-94.63943611111111
IMG_6118.JPG,39.01316944444444,-94.63950277777778
IMG_6119.JPG,39.01316944444444,-94.63950277777778
IMG_6121.JPG,39.01318333333333,-94.63955555555556
IMG_6123.JPG,39.01318333333333,-94.63953333333333
IMG_6124.JPG,39.01318333333333,-94.63953333333333
IMG_6133.JPG,39.0131,-94.63956388888889
IMG_6134.JPG,39.013111111111115,-94.63956388888889
IMG_6135.JPG,39.013111111111115,-94.63956388888889
IMG_6145.JPG,38.96451944444444,-94.65878333333333
IMG_6146.JPG,38.96067222222223,-94.6555
IMG_6147.JPG,38.964594444444444,-94.65913333333333
